Post_ID,Post_Type,Date,Likes,Shares,Comments,Views,Engagement_Score,User_ID,Platform,Tags
P02854,Text,2023-01-03,123,22,380,92597,169.8,U00882,Twitter,"#update,#guide"
P02855,Video,2024-03-29,1210,1627,2155,70804,1618.6,U00851,Facebook,"#guide,#cosplay"
P02856,Video,2023-05-13,4432,1508,1741,24334,2747.5,U00455,Twitter,"#stream,#guide,#cosplay"
P02857,Image,2023-01-06,3550,1114,2165,49003,2403.7,U00619,Instagram,"#announcement,#event"
P02858,Text,2023-09-09,1394,1642,1513,13842,1504.1,U00718,Facebook,#fanart
P02859,Image,2023-06-12,2741,1807,1554,29262,2104.7,U00225,Twitter,#cosplay
P02860,Video,2024-02-21,2668,30,1896,79556,1645.0,U00371,Twitter,"#stream,#announcement,#event"
P02861,Video,2024-03-20,1032,1737,306,37291,1025.7,U00760,Facebook,"#update,#announcement,#event"
P02862,Image,2024-05-05,3628,545,1859,26115,2172.4,U00526,Twitter,#announcement
P02863,Text,2024-04-17,4308,1290,489,4935,2256.9,U00962,YouTube,"#stream,#cosplay,#guide"
P02864,Video,2023-05-22,4003,1466,1425,86689,2468.5,U00553,Instagram,"#event,#fanart"
P02865,Image,2023-11-08,4313,97,688,56675,1960.7,U00008,YouTube,"#announcement,#update"
P02866,Video,2023-03-30,307,1360,2077,45650,1153.9,U00986,Twitter,#fanart
P02867,Text,2023-01-11,118,1755,1708,90846,1086.1,U00291,Twitter,"#announcement,#update,#fanart"
P02868,Image,2023-02-11,604,1320,572,382,809.2,U00012,Instagram,"#event,#announcement"
P02869,Text,2024-03-01,2490,1387,2065,19921,2031.6,U00973,Twitter,"#guide,#fanart,#cosplay"
P02870,Text,2023-07-31,4277,88,2024,20764,2344.4,U00001,Twitter,#update
P02871,Text,2024-03-06,2291,1984,1458,23934,1949.0,U00281,YouTube,"#announcement,#cosplay,#update"
P02872,Image,2024-05-12,1385,1014,103,45090,889.1,U00504,Twitter,#stream
P02873,Video,2023-06-08,4733,1553,1197,52097,2718.2,U00898,Facebook,#stream
P02874,Video,2024-02-10,323,1639,1016,56767,925.7,U00066,Instagram,#event
P02875,Image,2023-02-23,2670,579,727,61174,1459.8,U00348,Twitter,"#event,#cosplay,#stream"
P02876,Text,2023-03-13,968,523,937,30396,825.2,U00547,YouTube,"#fanart,#update"
P02877,Video,2024-02-28,1752,1066,2756,13616,1847.4,U00287,Twitter,#event
P02878,Video,2023-06-15,4181,1176,1093,15079,2353.1,U00301,Instagram,#stream
P02879,Video,2024-04-03,2069,814,1037,54798,1382.9,U00844,YouTube,"#cosplay,#event"
P02880,Image,2023-09-19,587,297,1037,83424,635.0,U00729,YouTube,"#announcement,#stream"
P02881,Image,2023-06-07,3500,740,2385,28712,2337.5,U00366,Twitter,#announcement
P02882,Image,2023-10-27,4962,1150,1488,63044,2776.2,U00957,Instagram,"#announcement,#fanart,#cosplay"
P02883,Text,2024-03-08,1638,522,2865,27961,1671.3,U00018,Instagram,"#announcement,#event,#update"
P02884,Image,2024-03-18,4764,777,2771,18735,2970.0,U00478,Twitter,"#guide,#stream,#update"
P02885,Image,2023-07-27,1716,698,2432,95281,1625.4,U00115,Facebook,"#fanart,#event,#announcement"
P02886,Video,2023-05-25,2535,1702,187,71787,1580.7,U00783,YouTube,"#announcement,#stream"
P02887,Image,2023-02-22,3635,206,885,4234,1781.3,U00558,Instagram,#event
P02888,Text,2023-02-20,4442,982,2612,26110,2855.0,U00992,YouTube,"#update,#fanart,#stream"
P02889,Text,2023-08-04,3458,569,292,67175,1641.5,U00398,Twitter,#fanart
P02890,Video,2023-09-18,3305,1087,1632,46511,2137.7,U00964,Twitter,#stream
P02891,Video,2023-10-10,4348,973,2358,26084,2738.5,U00417,YouTube,#announcement
P02892,Text,2023-05-08,4517,1206,2888,12652,3035.0,U00463,Facebook,"#fanart,#stream"
P02893,Text,2023-08-18,3688,1944,1046,10068,2372.2,U00804,Instagram,#guide
P02894,Video,2023-04-23,415,1645,598,827,838.9,U00567,YouTube,"#event,#cosplay,#announcement"
P02895,Text,2023-01-09,4698,944,2964,24271,3051.6,U00846,Facebook,"#announcement,#fanart,#update"
P02896,Image,2023-06-22,694,1455,1814,14228,1258.3,U00922,Twitter,#fanart
P02897,Image,2024-04-17,932,1956,2438,9949,1691.0,U00406,Instagram,#cosplay
P02898,Video,2023-10-21,2465,133,1031,82283,1335.2,U00470,Facebook,"#announcement,#cosplay"
P02899,Video,2023-02-03,2607,1570,769,52575,1744.5,U00186,Instagram,"#cosplay,#stream,#guide"
P02900,Image,2024-01-26,2568,1846,2722,61339,2397.6,U00916,Instagram,"#event,#announcement,#fanart"
P02901,Text,2024-04-28,2067,1520,578,30855,1456.2,U00869,Twitter,"#stream,#event"
P02902,Video,2023-01-14,1702,1012,212,62319,1048.0,U00106,YouTube,"#cosplay,#stream,#guide"
P02903,Video,2023-10-24,1201,128,1327,64257,916.9,U00513,Twitter,#fanart
P02904,Video,2023-08-31,1746,1632,1950,28700,1773.0,U00444,Instagram,"#guide,#update"
P02905,Video,2023-09-02,1123,901,412,71351,843.1,U00305,Instagram,"#cosplay,#update,#fanart"
P02906,Image,2023-05-24,419,1076,229,26206,559.1,U00652,Facebook,"#event,#cosplay"
P02907,Text,2024-01-23,3999,1912,1131,40479,2512.5,U00992,Twitter,#stream
P02908,Video,2024-04-02,4158,1265,1699,91284,2552.4,U00097,Instagram,"#cosplay,#update,#fanart"
P02909,Text,2024-05-04,2393,1824,24,11056,1511.6,U00830,Instagram,"#fanart,#event,#cosplay"
P02910,Video,2023-12-13,2141,1124,804,76755,1434.8,U00100,Instagram,"#event,#update"
P02911,Image,2023-02-11,1799,553,221,48024,951.8,U00213,Instagram,#update
P02912,Text,2024-02-29,2241,938,1317,5936,1572.9,U00357,Instagram,"#announcement,#guide,#cosplay"
P02913,Image,2023-08-01,984,157,2430,49630,1169.7,U00531,Instagram,#guide
P02914,Text,2023-10-28,71,224,1942,58514,678.2,U00878,Twitter,"#stream,#announcement"
P02915,Image,2024-01-21,4714,835,724,54620,2353.3,U00364,Twitter,"#update,#cosplay,#stream"
P02916,Video,2023-08-20,3389,468,774,29933,1728.2,U00612,Twitter,"#guide,#stream,#update"
P02917,Video,2024-04-18,2570,937,2609,37828,2091.8,U00196,Instagram,"#announcement,#event"
P02918,Text,2023-06-04,4802,714,2037,69589,2746.1,U00878,Instagram,"#stream,#guide"
P02919,Image,2024-04-24,2701,706,1808,55754,1834.6,U00788,Instagram,"#announcement,#cosplay,#fanart"
P02920,Video,2023-12-04,438,1621,1131,65907,1000.8,U00845,YouTube,"#cosplay,#update"
P02921,Video,2024-05-01,37,1361,387,50293,539.2,U00372,Twitter,#guide
P02922,Image,2024-03-25,4563,814,334,2057,2169.6,U00638,Twitter,"#announcement,#cosplay"
P02923,Image,2023-03-31,2317,1611,2780,27918,2244.1,U00047,Twitter,"#fanart,#stream,#event"
P02924,Video,2023-04-12,4910,1474,2248,22085,3080.6,U00821,Instagram,"#announcement,#guide"
P02925,Video,2023-11-07,1311,874,2941,5712,1668.9,U00165,Twitter,"#fanart,#cosplay"
P02926,Image,2023-10-26,4920,514,1965,97433,2711.7,U00231,Twitter,"#guide,#announcement,#stream"
P02927,Image,2024-02-03,3143,137,68,51264,1318.7,U00055,Instagram,"#cosplay,#guide"
P02928,Video,2023-12-18,2448,1980,2497,2870,2322.3,U00905,Instagram,"#update,#event"
P02929,Video,2023-12-25,4500,1002,1486,51755,2546.4,U00697,Twitter,#stream
P02930,Video,2023-07-31,33,1255,1367,39261,799.8,U00219,Instagram,"#cosplay,#update"
P02931,Video,2023-03-20,774,36,545,80084,483.9,U00612,Facebook,"#announcement,#fanart,#cosplay"
P02932,Text,2024-03-21,1550,1632,2773,72711,1941.5,U00707,Twitter,"#event,#update"
P02933,Image,2023-07-14,2585,1523,1235,19879,1861.4,U00727,Instagram,"#stream,#announcement"
P02934,Text,2023-11-18,2673,212,2481,91819,1877.1,U00261,Instagram,#stream
P02935,Text,2023-02-05,1231,1104,873,3067,1085.5,U00664,Facebook,"#guide,#cosplay"
P02936,Video,2023-09-28,29,650,54,11781,222.8,U00896,YouTube,"#event,#stream"
P02937,Video,2023-02-17,4474,666,2564,82303,2758.6,U00861,Instagram,"#announcement,#fanart,#guide"
P02938,Video,2024-01-18,3115,256,1855,15688,1879.3,U00598,Twitter,"#fanart,#event"
P02939,Video,2023-06-17,2142,1601,1277,63926,1720.2,U00135,Twitter,"#event,#stream"
P02940,Image,2023-05-21,1295,191,2306,51286,1267.1,U00170,Instagram,#cosplay
P02941,Image,2024-03-20,2254,110,844,68084,1187.8,U00317,Twitter,"#update,#guide"
P02942,Video,2024-02-01,4355,1087,1971,70794,2659.4,U00066,Twitter,"#announcement,#guide"
P02943,Image,2023-03-25,2599,782,270,45905,1355.2,U00858,Facebook,#announcement
P02944,Text,2023-01-10,3767,1496,515,53431,2110.1,U00774,Facebook,"#announcement,#guide,#fanart"
P02945,Video,2023-05-03,2331,1950,1470,2841,1958.4,U00920,Instagram,#event
P02946,Image,2024-02-08,4780,3,1660,24272,2410.9,U00324,Instagram,"#update,#fanart,#stream"
P02947,Text,2023-07-16,2873,701,877,28388,1622.6,U00920,Instagram,"#fanart,#announcement"
P02948,Text,2024-04-17,4352,1592,2216,74340,2883.2,U00352,Facebook,"#fanart,#event,#stream"
P02949,Text,2023-11-20,3143,1254,577,81864,1806.5,U00344,Twitter,"#announcement,#event"
P02950,Text,2023-04-20,2614,36,2518,95692,1811.8,U00780,Twitter,"#stream,#fanart,#cosplay"
P02951,Video,2023-09-02,1247,1118,166,63398,884.0,U00290,Twitter,"#guide,#fanart"
P02952,Image,2023-11-11,2310,1933,815,39648,1748.4,U00573,Facebook,"#guide,#fanart"
P02953,Video,2023-01-25,211,974,1437,4545,807.7,U00168,YouTube,"#fanart,#stream,#cosplay"
P02954,Image,2023-11-27,3644,1696,1486,40075,2412.2,U00731,YouTube,"#event,#cosplay,#guide"
P02955,Video,2023-04-11,4070,749,2726,41658,2670.5,U00621,Facebook,#announcement
P02956,Image,2024-01-03,314,1618,59,67889,628.7,U00223,Facebook,"#update,#stream"
P02957,Text,2023-02-10,907,145,444,51310,539.5,U00108,YouTube,"#cosplay,#stream"
P02958,Video,2024-01-21,4976,1836,215,85853,2605.7,U00824,YouTube,"#cosplay,#event"
P02959,Text,2023-12-18,563,1704,1332,97248,1136.0,U00389,Twitter,"#guide,#event,#fanart"
P02960,Text,2024-02-23,3063,295,57,48887,1330.8,U00155,YouTube,"#announcement,#stream,#update"
P02961,Text,2023-04-14,1038,1485,1432,55501,1290.3,U00098,YouTube,"#stream,#cosplay,#guide"
P02962,Video,2023-05-16,1325,1399,1360,27099,1357.7,U00410,Facebook,#guide
P02963,Image,2023-01-14,4899,1192,2129,53442,2955.9,U00551,YouTube,"#announcement,#cosplay,#stream"
P02964,Image,2023-10-15,2418,1333,152,1250,1412.7,U00133,Instagram,"#stream,#announcement,#fanart"
P02965,Video,2023-04-20,4135,736,612,99164,2058.4,U00753,Instagram,#event
P02966,Text,2023-09-08,1180,1508,71,60450,945.7,U00474,Facebook,"#cosplay,#announcement"
P02967,Text,2024-03-28,230,804,2492,44917,1080.8,U00875,Facebook,#guide
P02968,Video,2024-01-08,625,1410,1550,13745,1138.0,U00056,Instagram,#stream
P02969,Image,2023-11-18,950,88,1822,84954,953.0,U00238,Twitter,"#fanart,#event,#cosplay"
P02970,Image,2023-06-26,2633,1598,2484,59735,2277.8,U00142,YouTube,#fanart
P02971,Image,2023-06-26,382,1705,2744,99226,1487.5,U00749,Twitter,"#event,#cosplay,#announcement"
P02972,Text,2023-03-20,4623,629,864,30413,2297.1,U00094,YouTube,#event
P02973,Image,2023-12-18,3205,1001,2284,46264,2267.5,U00135,YouTube,"#fanart,#stream"
P02974,Text,2023-08-16,3227,1280,745,9079,1898.3,U00055,Facebook,"#guide,#cosplay"
P02975,Image,2023-12-24,4376,1366,1633,34240,2650.1,U00965,Instagram,"#update,#cosplay"
P02976,Text,2023-10-03,4381,1487,947,98626,2482.6,U00277,Twitter,#guide
P02977,Video,2023-04-18,1179,972,305,23440,854.7,U00060,Facebook,"#fanart,#update,#guide"
P02978,Video,2023-06-29,1886,276,1059,98334,1154.9,U00661,Instagram,#cosplay
P02979,Image,2023-07-12,1033,1502,1746,66550,1387.6,U00458,YouTube,"#update,#cosplay,#stream"
P02980,Image,2023-03-13,1367,89,982,8252,868.1,U00579,YouTube,#cosplay
P02981,Text,2023-01-21,4888,789,1733,37624,2711.8,U00205,Twitter,"#event,#cosplay,#guide"
P02982,Text,2024-02-07,2091,494,2075,39554,1607.1,U00808,Facebook,"#update,#stream,#announcement"
P02983,Text,2023-10-20,3629,277,1930,5607,2113.7,U00698,YouTube,#event
P02984,Video,2024-04-05,2635,1701,2102,2426,2194.9,U00612,Instagram,"#announcement,#event,#cosplay"
P02985,Text,2023-12-02,3816,1005,2950,57434,2712.9,U00871,Facebook,"#guide,#cosplay"
P02986,Video,2023-05-05,775,1755,581,32333,1010.8,U00715,Instagram,"#stream,#announcement,#fanart"
P02987,Image,2023-03-26,2196,683,630,1501,1272.3,U00715,Twitter,"#update,#cosplay"
P02988,Text,2023-09-02,660,1409,1854,35707,1242.9,U00925,YouTube,"#update,#fanart,#guide"
P02989,Video,2023-04-19,2242,1242,1758,966,1796.8,U00582,YouTube,#announcement
P02990,Text,2023-09-13,3525,1924,2365,86096,2696.7,U00903,Twitter,"#announcement,#event"
P02991,Video,2024-01-22,2714,1944,458,18621,1806.2,U00447,Facebook,"#guide,#fanart,#update"
P02992,Text,2023-03-19,3376,1885,688,98949,2122.3,U00076,Facebook,"#event,#announcement"
P02993,Text,2024-05-04,1339,1344,1145,41244,1282.3,U00309,Twitter,#update
P02994,Video,2023-12-27,4351,499,1582,90279,2364.7,U00051,Facebook,#guide
P02995,Text,2023-04-27,1547,1942,1386,70209,1617.2,U00031,Instagram,"#event,#update"
P02996,Image,2023-03-04,1358,1468,553,96758,1149.5,U00440,Instagram,"#guide,#announcement,#fanart"
P02997,Text,2023-10-14,3233,1717,193,30326,1866.2,U00758,Instagram,"#announcement,#cosplay"
P02998,Video,2023-08-14,1925,1934,2975,92057,2242.7,U00585,Instagram,#fanart
P02999,Video,2023-12-08,4162,1364,2258,39639,2751.4,U00544,Twitter,"#update,#stream"
P03000,Image,2024-04-07,2359,440,1093,27214,1403.5,U00265,YouTube,"#event,#fanart"
P03001,Video,2023-06-11,558,1732,2418,75650,1468.2,U00862,YouTube,"#fanart,#guide,#cosplay"
P03002,Text,2023-03-16,4665,1854,2111,51885,3055.5,U00393,Twitter,"#event,#stream"
P03003,Text,2023-12-03,2202,839,824,44647,1379.7,U00501,Instagram,#announcement
P03004,Video,2023-07-07,2589,433,1129,1886,1504.2,U00028,Twitter,"#fanart,#update,#cosplay"
P03005,Video,2023-12-15,4806,1121,2757,85758,3085.8,U00098,Instagram,#guide
P03006,Video,2023-05-15,1058,816,1154,77846,1014.2,U00863,Instagram,"#guide,#announcement"
P03007,Image,2023-12-29,4563,1278,71,15663,2229.9,U00500,Instagram,"#cosplay,#fanart,#announcement"
P03008,Video,2023-11-09,1228,1826,272,24122,1120.6,U00369,YouTube,"#guide,#fanart"
P03009,Video,2024-02-08,160,1998,621,30451,849.7,U00319,Facebook,"#cosplay,#event"
P03010,Text,2024-03-29,4049,1748,561,21690,2312.3,U00741,Twitter,#announcement
P03011,Video,2023-01-27,4425,1589,2397,72198,2965.8,U00481,Instagram,"#announcement,#stream"
P03012,Text,2024-01-11,3032,574,1885,23076,1950.5,U00763,YouTube,"#cosplay,#fanart"
P03013,Image,2023-03-14,4678,352,495,44623,2125.3,U00428,Twitter,"#stream,#event,#update"
P03014,Text,2024-03-12,1728,1974,2590,8606,2060.4,U00052,YouTube,#event
P03015,Video,2023-07-19,3794,1711,341,11497,2133.2,U00761,Facebook,"#cosplay,#update"
P03016,Image,2023-11-10,735,1848,1186,35992,1204.2,U00039,Facebook,"#announcement,#guide,#stream"
P03017,Image,2024-04-21,3987,1209,2959,78977,2845.2,U00088,Twitter,"#event,#fanart,#guide"
P03018,Text,2023-11-13,2074,1420,1883,59847,1820.5,U00186,Instagram,#guide
P03019,Image,2023-01-12,2724,1434,355,22367,1626.3,U00981,Instagram,"#event,#stream"
P03020,Image,2023-07-01,3460,1817,1397,25726,2348.2,U00456,YouTube,#update
P03021,Image,2024-02-05,3143,1595,2595,54342,2514.2,U00947,YouTube,"#announcement,#fanart"
P03022,Image,2023-12-23,4925,1088,1559,3806,2764.1,U00581,Instagram,#cosplay
P03023,Text,2023-04-08,1289,805,2818,46150,1602.5,U00028,YouTube,#announcement
P03024,Image,2024-05-15,3458,1804,2888,50515,2790.8,U00082,Instagram,"#guide,#announcement,#event"
P03025,Video,2023-10-03,512,403,1177,10869,678.8,U00761,Twitter,#announcement
P03026,Text,2023-04-02,3311,1607,937,28535,2087.6,U00901,Facebook,#announcement
P03027,Video,2023-09-23,626,179,1901,62169,874.4,U00266,Twitter,#update
P03028,Image,2023-11-20,3853,50,2964,40661,2445.4,U00144,Instagram,"#event,#announcement,#update"
P03029,Image,2023-07-08,1517,1929,232,77825,1255.1,U00455,Instagram,"#cosplay,#update,#guide"
P03030,Video,2023-12-14,2431,1957,2535,43667,2320.0,U00336,Instagram,#update
P03031,Text,2024-03-05,2076,1968,318,44160,1516.2,U00152,YouTube,"#stream,#fanart,#event"
P03032,Video,2023-10-01,3943,972,2179,38315,2522.5,U00921,Instagram,"#cosplay,#fanart,#event"
P03033,Text,2023-09-16,345,120,2528,71909,932.4,U00414,Facebook,"#stream,#update,#fanart"
P03034,Text,2023-03-23,4903,1520,2522,52114,3173.8,U00327,Twitter,#fanart
P03035,Video,2024-03-07,3887,180,2664,1627,2408.0,U00129,Facebook,"#stream,#update"
P03036,Image,2023-06-29,4902,1247,2825,8695,3182.4,U00436,Facebook,"#stream,#fanart,#announcement"
P03037,Image,2023-11-26,363,582,1751,80982,845.1,U00224,Instagram,"#guide,#fanart,#announcement"
P03038,Text,2023-12-28,2962,65,765,56322,1433.8,U00547,Instagram,"#fanart,#guide,#cosplay"
P03039,Image,2023-04-22,1132,1386,842,77011,1121.2,U00700,Facebook,"#cosplay,#event"
P03040,Video,2023-10-19,4431,132,1418,27081,2237.4,U00107,Twitter,"#cosplay,#announcement,#stream"
P03041,Video,2023-08-14,1098,420,696,78634,774.0,U00163,Instagram,"#stream,#update,#fanart"
P03042,Image,2023-12-17,888,1163,2424,82322,1431.3,U00169,YouTube,"#fanart,#update"
P03043,Image,2023-02-03,1870,1829,894,96036,1564.9,U00542,Twitter,"#guide,#update,#announcement"
P03044,Text,2024-05-13,4145,281,1525,31424,2199.8,U00410,Instagram,"#announcement,#event,#update"
P03045,Image,2023-12-04,597,926,1114,6478,850.8,U00854,Twitter,#event
P03046,Text,2023-12-26,3395,1372,2977,84228,2662.7,U00713,YouTube,"#stream,#update,#guide"
P03047,Video,2023-08-17,4587,1103,185,50518,2221.2,U00792,YouTube,"#fanart,#cosplay,#stream"
P03048,Text,2024-03-05,826,1353,1981,2265,1330.6,U00945,Instagram,#guide
P03049,Text,2024-01-22,474,723,261,30097,484.8,U00582,Twitter,"#stream,#fanart,#guide"
P03050,Image,2023-11-13,1733,1690,678,6938,1403.6,U00732,Instagram,"#event,#stream,#update"
P03051,Image,2024-02-23,3821,1502,1680,50113,2483.0,U00038,Twitter,#update
P03052,Image,2023-06-06,3984,572,613,18828,1949.1,U00348,YouTube,#event
P03053,Video,2023-09-12,268,439,620,10022,424.9,U00835,Instagram,"#guide,#announcement,#update"
P03054,Image,2023-07-14,2272,1433,2209,2630,2001.4,U00555,Facebook,"#stream,#update"
P03055,Text,2023-10-07,1944,1928,193,72485,1413.9,U00122,YouTube,"#update,#fanart,#guide"
P03056,Image,2023-12-24,3399,514,987,24771,1809.9,U00693,Instagram,"#fanart,#update,#event"
P03057,Text,2023-06-15,1212,1584,279,9251,1043.7,U00737,YouTube,#event
P03058,Image,2023-10-04,1421,4,604,22768,750.8,U00804,YouTube,"#update,#stream,#fanart"
P03059,Text,2024-01-18,2553,1507,1946,44757,2057.1,U00717,Facebook,"#cosplay,#stream,#event"
P03060,Video,2023-03-20,3263,42,1087,35557,1643.9,U00086,Twitter,"#announcement,#event"
P03061,Image,2023-12-23,2576,1502,1216,51031,1845.8,U00141,Facebook,"#guide,#update,#stream"
P03062,Image,2023-01-11,1372,692,466,81331,896.2,U00249,Instagram,"#stream,#update,#fanart"
P03063,Text,2023-04-18,1822,1213,304,45288,1183.9,U00862,Twitter,#stream
P03064,Video,2024-04-07,107,1710,56,51027,572.6,U00554,Instagram,#cosplay
P03065,Image,2023-09-23,2959,104,1774,72291,1747.0,U00073,Twitter,#guide
P03066,Image,2024-05-10,3656,954,2520,85008,2504.6,U00539,Facebook,#event
P03067,Image,2023-02-17,2408,96,2366,34250,1701.8,U00446,Facebook,"#update,#stream"
P03068,Video,2023-03-24,3990,709,1102,84105,2139.3,U00225,YouTube,"#guide,#update,#cosplay"
P03069,Video,2023-08-10,2362,1187,2332,59116,2000.5,U00723,Instagram,"#announcement,#event"
P03070,Image,2023-07-05,4399,212,1874,1489,2385.4,U00274,Twitter,#update
P03071,Video,2023-03-11,2666,550,1635,67698,1721.9,U00121,Twitter,"#update,#cosplay,#announcement"
P03072,Image,2024-01-17,391,990,1621,53729,939.7,U00263,Facebook,#stream
P03073,Text,2023-12-21,2128,1724,1358,41700,1775.8,U00059,YouTube,"#fanart,#announcement"
P03074,Video,2023-05-05,366,708,2095,99235,987.3,U00407,Facebook,"#update,#cosplay,#event"
P03075,Video,2023-07-27,1486,563,851,55856,1018.6,U00931,Twitter,"#stream,#guide"
P03076,Video,2024-03-13,3694,1396,2415,99268,2620.9,U00975,Facebook,"#event,#fanart,#guide"
P03077,Video,2023-09-28,3240,338,530,67295,1556.4,U00880,Twitter,"#cosplay,#fanart"
P03078,Image,2024-05-13,2811,194,152,40605,1228.2,U00386,Twitter,#stream
P03079,Image,2023-05-05,1829,763,1745,70825,1484.0,U00615,Facebook,#update
P03080,Image,2024-01-19,1796,737,1108,51297,1271.9,U00704,Instagram,"#fanart,#update,#guide"
P03081,Image,2023-01-27,2354,1102,593,99726,1450.1,U00150,Twitter,"#fanart,#update"
P03082,Video,2024-04-16,746,1583,122,21083,809.9,U00581,YouTube,"#update,#guide"
P03083,Text,2023-07-25,4763,806,62,29106,2165.6,U00580,Twitter,"#update,#fanart"
P03084,Image,2023-12-07,3449,160,786,52591,1663.4,U00300,Twitter,"#fanart,#announcement"
P03085,Video,2023-12-30,1891,259,2995,23651,1732.6,U00375,Twitter,#announcement
P03086,Video,2023-07-05,2541,1548,2142,34519,2123.4,U00701,YouTube,"#update,#event,#fanart"
P03087,Image,2023-08-11,3016,1264,1724,36475,2102.8,U00059,Facebook,"#guide,#cosplay"
P03088,Text,2023-01-05,4955,1925,1192,56771,2917.1,U00952,Facebook,"#fanart,#update,#guide"
P03089,Video,2023-08-30,901,372,2702,43729,1282.6,U00460,YouTube,#fanart
P03090,Video,2023-11-01,1221,1777,1432,40919,1451.1,U00472,Facebook,"#guide,#update,#fanart"
P03091,Video,2023-12-20,1144,1517,1718,16076,1428.1,U00627,Instagram,"#guide,#announcement,#fanart"
P03092,Image,2023-03-17,507,478,992,24334,643.8,U00966,Twitter,"#fanart,#cosplay,#event"
P03093,Video,2023-04-17,4959,716,1837,99254,2749.5,U00450,YouTube,"#stream,#announcement,#event"
P03094,Video,2024-02-05,1094,434,1608,77036,1050.2,U00938,YouTube,#guide
P03095,Image,2023-04-28,4956,1908,915,89533,2829.3,U00789,Twitter,"#event,#fanart"
P03096,Image,2023-08-09,2425,372,1320,46041,1477.6,U00971,Instagram,"#announcement,#fanart"
P03097,Video,2024-04-03,3524,1242,711,55358,1995.5,U00142,Twitter,"#event,#cosplay"
P03098,Image,2023-03-12,2318,1496,1546,34087,1839.8,U00637,Twitter,"#announcement,#update"
P03099,Video,2023-04-19,4930,1689,1780,7689,3012.7,U00521,Instagram,"#cosplay,#update,#guide"
P03100,Text,2023-08-15,4896,1436,2965,35255,3278.7,U00102,Twitter,"#update,#fanart,#guide"
P03101,Video,2023-01-05,2182,1375,695,95165,1493.8,U00042,Twitter,"#cosplay,#stream"
P03102,Video,2023-06-15,2225,322,271,55348,1067.9,U00668,Twitter,#fanart
P03103,Video,2023-01-18,2842,206,2233,14808,1868.5,U00978,YouTube,#cosplay
P03104,Video,2023-12-10,676,703,2776,10312,1314.1,U00249,Instagram,#event
P03105,Image,2023-12-21,2131,1550,1611,93642,1800.7,U00564,Facebook,#event
P03106,Image,2023-04-13,2465,1436,2847,31682,2270.9,U00590,Instagram,"#stream,#fanart,#guide"
P03107,Image,2023-07-10,1976,1223,1295,66320,1545.8,U00408,YouTube,"#fanart,#announcement"
P03108,Video,2023-09-26,4093,1534,1907,22044,2669.5,U00073,Twitter,"#announcement,#guide,#update"
P03109,Video,2023-04-24,2701,216,2401,90339,1865.5,U00417,Twitter,#update
P03110,Text,2024-01-03,1511,757,860,21348,1089.5,U00387,Twitter,"#stream,#fanart"
P03111,Text,2023-05-29,2520,1945,2309,9531,2284.2,U00070,Facebook,#update
P03112,Image,2024-02-04,4022,785,2318,97629,2539.7,U00756,Facebook,"#guide,#cosplay"
P03113,Video,2023-08-25,1554,1171,1177,32335,1326.0,U00843,YouTube,"#fanart,#guide"
P03114,Image,2024-02-06,3124,1115,193,37901,1642.0,U00216,Instagram,"#event,#update"
P03115,Image,2023-07-08,3081,22,2597,37025,2018.1,U00387,Instagram,"#fanart,#event"
P03116,Image,2023-10-22,1928,341,1129,11543,1212.2,U00319,Twitter,"#update,#event"
P03117,Text,2024-02-04,1250,1533,2125,47356,1597.4,U00833,YouTube,"#stream,#announcement"
P03118,Image,2024-04-29,339,1650,2056,95618,1247.4,U00974,YouTube,"#update,#cosplay"
P03119,Video,2023-05-09,3697,1303,1304,3570,2260.9,U00405,YouTube,#event
P03120,Video,2024-04-28,4404,221,1964,72478,2417.1,U00008,Instagram,"#update,#announcement,#guide"
P03121,Text,2023-05-09,3233,1162,156,43377,1688.6,U00386,Twitter,#announcement
P03122,Video,2023-05-11,1177,1781,2548,43628,1769.5,U00124,Instagram,"#update,#cosplay,#stream"
P03123,Video,2023-08-23,3551,1443,2703,91524,2664.2,U00777,Facebook,"#stream,#event"
P03124,Text,2023-12-06,490,839,1657,45125,944.8,U00412,Twitter,"#cosplay,#update,#fanart"
P03125,Image,2024-02-08,4044,686,2283,77500,2508.3,U00660,Facebook,"#event,#fanart,#cosplay"
P03126,Text,2023-05-20,4862,93,2214,27865,2636.9,U00262,Facebook,"#event,#guide,#cosplay"
P03127,Text,2023-09-27,1941,1204,2623,92697,1924.5,U00565,YouTube,"#announcement,#cosplay,#update"
P03128,Video,2023-01-04,4692,1059,1075,2373,2517.0,U00865,Twitter,"#fanart,#announcement,#event"
P03129,Video,2023-06-17,3377,861,2593,32435,2387.0,U00570,Instagram,"#fanart,#announcement"
P03130,Video,2024-01-07,4032,1027,70,25206,1941.9,U00903,Twitter,#guide
P03131,Video,2023-11-07,2303,1687,1953,49263,2013.2,U00107,Facebook,#guide
P03132,Text,2024-01-12,2144,1062,385,14903,1291.7,U00240,YouTube,#fanart
P03133,Image,2023-04-15,123,1654,2304,8075,1236.6,U00709,YouTube,"#fanart,#stream,#event"
P03134,Video,2023-03-30,2571,1582,2741,67010,2325.3,U00199,Twitter,"#announcement,#stream"
P03135,Text,2023-04-24,690,1763,2231,28902,1474.2,U00699,Twitter,"#event,#update"
P03136,Image,2023-03-04,4389,118,798,5948,2030.4,U00394,Twitter,#fanart
